31,9,3,27,37,2,8,32,24,1,13,36,34,67.03333333,,,,,,
32,9,6,29,26,2,4,32,28,1,14,36,33,67.5,,,,,,
33,9,17,30,37,2,4,32,24,16,14,21,33,68.66666667,,,,,,
34,10,3,29,23,2,8,32,28,16,14,36,33,67.83333333,,,,,,
35,10,6,27,26,2,8,32,24,16,13,21,33,67.86666667,,,,,,
36,10,17,29,37,2,8,32,28,1,13,21,34,67.36666667,,,,,,
37,7,3,29,23,5,8,22,24,1,14,21,34,65.43333333,,,,,,
38,7,6,27,26,5,4,22,28,16,13,21,33,66.3,,,,,,
39,7,17,30,23,5,4,22,24,16,13,36,34,68.13333333,,,,,,
40,9,3,27,37,5,4,22,28,1,14,36,34,65.63333333,,,,,,
41,9,6,29,37,5,4,22,24,1,13,21,33,66.7,,,,,,
42,9,17,27,26,5,8,22,24,16,14,21,33,65.8,,,,,,
43,10,3,30,26,5,4,22,28,1,14,36,33,68.6,,,,,,
44,10,6,29,23,5,8,22,28,16,13,36,34,68.46666667,,,,,,
45,10,17,27,37,5,8,22,28,16,13,21,34,67.2,,,,,,
46,7,3,30,37,5,8,25,28,16,13,36,34,69.73333333,,,,,,
47,7,6,29,37,5,4,25,28,16,14,36,33,69.53333333,,,,,,
48,7,17,27,23,5,8,25,24,1,14,36,33,68.73333333,,,,,,
49,9,3,29,26,5,4,25,24,16,13,36,34,69.86666667,,,,,,
50,9,6,30,23,5,8,25,24,1,14,21,34,67.63333333,,,,,,
51,9,17,30,26,5,4,25,28,1,13,21,33,68.76666667,,,,,,
52,10,3,27,23,5,4,25,24,16,14,21,34,70.43333333,,,,,,
53,10,6,30,37,5,8,25,28,1,14,36,34,69.56666667,,,,,,
54,10,17,29,26,5,8,25,24,16,13,36,33,70.6,,,,,,
55,7,3,27,26,5,8,31,28,1,13,21,34,68.16666667,,,,,,
56,7,6,30,23,5,4,31,24,16,14,21,33,68.46666667,,,,,,
57,7,17,29,37,5,8,31,24,16,14,36,34,68.46666667,,,,,,
58,9,3,29,23,5,8,31,28,16,13,21,33,68.96666667,,,,,,
59,9,6,27,26,5,4,31,24,1,14,36,34,68.43333333,,,,,,
60,9,17,30,37,5,4,31,28,1,13,36,33,68.66666667,,,,,,
61,10,3,29,37,5,4,31,24,1,13,21,34,69.03333333,,,,,,
62,10,6,27,23,5,8,31,28,16,14,36,34,70.26666667,,,,,,
63,10,17,30,26,5,8,31,28,16,14,21,34,69.83333333,,,,,,
64,7,3,27,26,5,4,32,24,1,14,36,33,67.7,,,,,,
65,7,6,29,26,5,8,32,28,16,13,21,34,67.13333333,,,,,,
66,7,17,30,26,5,8,32,28,1,13,36,33,67.6,,,,,,
67,9,3,30,23,5,4,32,28,1,13,21,34,68,,,,,,
68,9,6,27,37,5,4,32,28,16,14,21,34,67.3,,,,,,
69,9,17,29,23,5,4,32,24,16,13,36,34,67.83333333,,,,,,
70,10,3,27,37,5,8,32,24,1,14,21,33,67.83333333,,,,,,
71,10,6,30,23,5,4,32,28,1,13,36,33,69.3,,,,,,
72,10,17,27,23,5,4,32,24,1,14,36,34,69,,,,,,
73,7,3,30,37,11,8,22,24,1,13,36,33,68.43333333,,,,,,
74,7,6,29,37,11,4,22,28,16,14,21,33,67.26666667,,,,,,
75,7,17,27,26,11,4,22,24,1,14,21,34,66.26666667,,,,,,
76,9,3,29,26,11,8,22,28,1,13,21,34,65.86666667,,,,,,
77,9,6,30,23,11,4,22,24,16,13,36,34,68.23333333,,,,,,
78,9,17,29,37,11,8,22,24,16,14,36,33,67.33333333,,,,,,
79,10,3,27,23,11,8,22,28,16,14,36,33,67.43333333,,,,,,
80,10,6,30,26,11,8,22,24,1,14,21,34,68.03333333,,,,,,
81,10,17,30,37,11,4,22,28,16,13,21,33,69.73333333,,,,,,
82,7,3,27,37,11,4,25,28,16,13,21,34,69.5,,,,,,
83,7,6,30,26,11,4,25,28,1,13,36,33,69.3,,,,,,
84,7,17,29,23,11,8,25,28,1,13,21,34,68.26666667,,,,,,
85,9,3,30,23,11,8,25,24,16,14,21,33,68.93333333,,,,,,
86,9,6,27,26,11,8,25,24,16,13,36,33,69.06666667,,,,,,
87,9,17,29,37,11,4,25,24,1,14,36,34,68.6,,,,,,
88,10,3,29,26,11,4,25,24,16,14,36,34,69.76666667,,,,,,
89,10,6,27,23,11,4,25,28,1,13,36,33,69.3,,,,,,
90,10,17,30,23,11,8,25,24,16,13,36,34,69,,,,,,
91,7,3,29,26,11,4,31,24,16,13,36,33,69.93333333,,,,,,
92,7,6,27,37,11,8,31,24,1,14,21,33,67.93333333,,,,,,
93,7,17,30,23,11,4,31,28,1,14,36,34,67.7,,,,,,
94,9,3,27,23,11,4,31,24,1,13,21,34,68.83333333,,,,,,
95,9,6,29,37,11,8,31,28,16,13,36,34,68.26666667,,,,,,
96,9,17,27,37,11,8,31,28,16,14,21,33,68.26666667,,,,,,
97,10,3,30,37,11,8,31,24,16,14,21,34,69.76666667,,,,,,
98,10,6,29,23,11,4,31,28,1,14,21,33,68.26666667,,,,,,
99,10,17,29,26,11,8,31,28,16,13,36,33,69.23333333,,,,,,
100,7,3,30,23,11,4,32,24,16,13,36,33,69.03333333,,,,,,
101,7,6,27,23,11,8,32,28,1,14,21,34,66.5,,,,,,
102,7,17,29,26,11,4,32,24,1,14,21,33,67.73333333,,,,,,
103,9,3,29,37,11,8,32,28,16,13,36,33,68.9,,,,,,
104,9,6,30,26,11,8,32,24,16,14,21,34,67.7,,,,,,
105,9,17,27,23,11,8,32,28,1,13,36,33,67.13333333,,,,,,
106,10,3,27,26,11,4,32,28,16,13,21,34,67.5,,,,,,
107,10,6,29,37,11,4,32,24,1,14,36,33,68.5,,,,,,
108,10,17,30,26,11,8,32,24,16,14,36,34,69,,,,,,
109,7,3,27,26,12,8,22,24,16,14,36,33,67.5,,,,,,
110,7,6,30,37,12,4,22,28,1,13,21,33,67.86666667,,,,,,
111,7,17,29,23,12,8,22,28,16,13,21,34,67.2,,,,,,
112,9,3,30,37,12,8,22,24,1,14,21,34,67.5,,,,,,
113,9,6,27,26,12,4,22,28,16,13,36,34,67.2,,,,,,
114,9,17,29,26,12,4,22,24,1,14,36,33,67.76666667,,,,,,
115,10,3,29,37,12,4,22,28,16,14,21,33,67.2,,,,,,
116,10,6,27,23,12,8,22,24,1,13,36,33,66.63333333,,,,,,
117,10,17,30,26,12,8,22,28,16,14,36,34,68.23333333,,,,,,
118,7,3,29,23,12,4,25,24,1,13,36,34,68.83333333,,,,,,
119,7,6,27,37,12,8,25,28,16,14,21,34,68.46666667,,,,,,
120,7,17,30,37,12,4,25,24,16,13,21,33,69.26666667,,,,,,
121,9,3,27,23,12,4,25,28,1,14,21,33,68.6,,,,,,
122,9,6,29,37,12,8,25,24,16,13,36,33,69,,,,,,
123,9,17,30,23,12,8,25,28,1,13,36,33,68.23333333,,,,,,
124,10,3,30,26,12,4,25,24,1,13,21,34,67.63333333,,,,,,
125,10,6,29,26,12,8,25,28,1,14,21,33,68,,,,,,
126,10,17,27,37,12,8,25,24,1,14,36,34,68,,,,,,
127,7,3,30,23,12,8,31,28,16,14,36,33,69.43333333,,,,,,
128,7,6,29,26,12,4,31,24,1,14,21,34,68.5,,,,,,
129,7,17,27,23,12,4,31,28,1,13,21,33,68.76666667,,,,,,
130,9,3,29,26,12,8,31,24,16,13,21,33,68.9,,,,,,
131,9,6,30,23,12,4,31,24,16,14,36,34,68.23333333,,,,,,
132,9,17,27,37,12,4,31,24,16,14,21,34,68.86666667,,,,,,
133,10,3,27,26,12,4,31,28,1,13,36,34,67.6,,,,,,
134,10,6,30,37,12,8,31,28,16,13,36,33,68.63333333,,,,,,
135,10,17,29,23,12,4,31,24,16,14,21,33,69.16666667,,,,,,
136,7,3,27,37,12,8,32,28,1,13,36,34,67.06666667,,,,,,
137,7,6,29,23,12,4,32,24,16,14,21,33,67.86666667,,,,,,
138,7,17,30,26,12,4,32,28,16,13,21,34,68.83333333,,,,,,
139,9,3,29,26,12,8,32,24,1,14,36,33,67.8,,,,,,
140,9,6,27,23,12,8,32,28,16,13,36,34,67.7,,,,,,
141,9,17,30,37,12,8,32,24,1,14,36,33,67.16666667,,,,,,
142,10,3,30,23,12,8,32,28,1,14,21,34,66.83333333,,,,,,
143,10,6,27,26,12,4,32,24,1,13,21,34,67.03333333,,,,,,
144,10,17,29,37,12,4,32,28,16,13,36,33,68.86666667,,,,,,
145,10,17,27,37,11,4,31,24,1,13,36,33,69.13333333,,,,,,
146,7,17,29,26,2,8,25,24,16,14,21,33,68.76666667,,,,,,
147,9,17,30,26,11,4,31,28,1,14,21,33,68.16666667,,,,,,
148,9,6,27,37,11,8,22,28,1,13,21,34,65.06666667,,,,,,
149,9,6,27,37,5,8,25,28,16,13,21,33,68.8,,,,,,
150,9,6,27,23,2,4,31,24,16,14,36,34,69.33333333,,,,,,
151,9,6,27,37,12,8,31,28,1,13,21,34,67.33333333,,,,,,
152,9,17,27,23,2,4,22,28,16,14,36,34,67.4,,,,,,
153,7,17,27,37,12,8,22,24,16,14,36,33,67.96666667,,,,,,
154,7,17,27,26,11,8,25,24,16,14,21,34,68.9,,,,,,
155,9,17,27,23,5,4,31,28,1,13,21,33,68.23333333,,,,,,
156,9,17,27,26,12,4,32,28,16,13,21,33,67.6,,,,,,
157,10,3,29,37,2,4,31,24,16,13,21,33,69,,,,,,
158,10,3,29,26,5,8,32,24,1,14,36,33,69.06666667,,,,,,
159,9,6,29,23,12,4,22,28,1,14,21,34,66.23333333,,,,,,
160,10,6,29,37,11,8,25,24,16,13,21,33,69.73333333,,,,,,
161,10,6,29,26,5,8,31,24,16,13,21,33,70.4,,,,,,
162,10,17,29,26,5,8,22,28,1,13,21,34,67.63333333,,,,,,
163,7,17,29,26,12,8,25,28,16,13,36,34,69.1,,,,,,
164,9,3,30,26,5,4,31,24,1,14,36,33,68.6,,,,,,
165,10,3,30,26,2,4,32,28,1,13,21,34,67.4,,,,,,
166,7,6,30,26,2,4,22,24,1,13,21,33,68.03333333,,,,,,
167,9,6,30,23,5,8,22,28,16,14,36,33,67.8,,,,,,
168,9,6,30,37,2,4,25,24,1,13,36,34,68.96666667,,,,,,
169,7,6,30,23,12,4,25,28,16,14,36,33,70.13333333,,,,,,
170,7,6,30,37,11,4,31,28,1,13,21,34,68.5,,,,,,
171,7,6,30,37,12,8,32,28,1,13,21,34,67.86666667,,,,,,
172,9,17,30,26,12,8,31,28,1,14,36,33,68.16666667,,,,,,
173,10,3,29,23,11,4,22,24,1,14,36,33,66.13333333,,,,,,
174,10,3,27,23,2,8,32,28,1,14,21,34,66.43333333,,,,,,
175,10,17,30,23,12,4,32,28,1,14,21,34,67.26666667,,,,,,
176,7,17,27,37,5,8,32,28,1,13,21,33,66.46666667,,,,,,
177,9,3,29,37,2,8,25,28,1,14,21,33,68.06666667,,,,,,
178,10,3,30,37,5,8,32,24,16,14,36,33,70.53333333,,,,,,
179,10,6,29,23,2,8,25,28,16,14,36,33,69.1,,,,,,
180,10,3,27,26,5,8,22,24,16,13,36,34,68.96666667,,,,,,
181,9,3,29,23,11,8,22,28,16,13,21,34,67.06666667,,,,,,
182,10,3,27,23,11,8,31,28,16,13,21,34,69.6,,,,,,
183,7,6,27,23,5,8,22,28,1,14,36,34,65.9,,,,,,
184,7,3,29,37,12,4,31,28,1,14,36,34,68.53333333,,,,,,
185,9,3,30,37,11,8,31,28,1,13,21,34,68.43333333,,,,,,
186,9,6,29,26,11,4,31,28,1,14,36,34,68.06666667,,,,,,
187,10,3,30,26,11,8,25,28,16,14,36,33,69.9,,,,,,
188,7,6,30,26,5,8,25,24,1,14,21,34,68.1,,,,,,
189,9,6,30,26,12,4,25,24,1,14,21,34,68.5,,,,,,
190,7,6,29,37,2,8,32,24,16,13,36,33,68.36666667,,,,,,
191,7,17,27,37,11,4,32,24,16,14,21,34,67.53333333,,,,,,
192,7,3,27,23,2,8,25,28,1,14,36,34,68.03333333,,,,,,
193,7,17,29,23,5,4,25,28,1,13,21,34,68.86666667,,,,,,
194,10,3,29,23,11,8,32,28,1,14,21,34,66.6,,,,,,
195,7,3,30,23,12,4,22,28,1,13,21,33,67.83333333,,,,,,
196,10,3,27,26,2,4,22,24,16,14,21,33,66.93333333,,,,,,
197,7,3,27,26,5,8,25,24,1,14,36,33,69.2,,,,,,
198,10,3,27,26,12,8,25,24,16,13,21,34,69.43333333,,,,,,
199,7,3,27,26,11,4,31,28,16,14,36,34,69.43333333,,,,,,
200,10,17,30,26,2,4,25,28,16,13,36,34,69.76666667,,,,,,
201,10,6,27,37,5,8,31,28,16,13,36,33,70.33333333,,,,,,
202,9,6,29,37,5,4,32,24,1,14,21,33,67.53333333,,,,,,
203,7,3,30,37,5,4,22,28,16,14,21,33,69.03333333,,,,,,
204,9,3,30,37,11,8,25,28,1,14,21,33,68.53333333,,,,,,
205,9,6,30,37,11,4,32,28,1,13,21,33,67.73333333,,,,,,
206,7,17,27,23,11,4,22,28,16,14,36,34,67.1,,,,,,
207,7,17,27,26,2,8,32,28,1,14,36,33,67.23333333,,,,,,
208,10,3,29,37,12,8,25,24,16,14,21,34,69.43333333,,,,,,
209,9,17,27,37,5,4,25,24,1,13,36,33,68.7,,,,,,
210,7,17,27,37,2,8,31,24,16,14,21,34,68.46666667,,,,,,
211,7,3,29,23,5,8,32,28,1,13,36,33,67.43333333,,,,,,
212,9,3,27,23,2,8,32,24,1,14,21,33,67,,,,,,
213,10,17,29,23,12,4,25,28,16,14,36,33,69.7,,,,,,
214,9,6,27,26,5,8,32,28,16,13,36,33,67.76666667,,,,,,
215,9,3,27,37,12,4,32,28,16,14,36,34,67.86666667,,,,,,
216,10,17,27,37,12,8,22,24,1,13,21,34,65.36666667,,,,,,
217,9,17,29,26,11,4,22,28,16,13,36,33,68.03333333,,,,,,
218,7,6,29,26,11,4,25,24,16,14,36,34,69.13333333,,,,,,
219,7,17,29,26,12,4,22,28,16,14,21,34,67.16666667,,,,,,
220,7,3,29,37,2,4,22,24,16,13,21,34,67.13333333,,,,,,
221,10,6,30,37,12,4,31,28,1,14,21,33,68.33333333,,,,,,
222,9,17,27,26,2,4,31,24,1,13,36,33,68.7,,,,,,
223,10,3,29,23,12,4,32,24,16,13,36,34,67.4,,,,,,
224,10,17,27,23,11,8,25,24,16,13,21,33,69.96666667,,,,,,
225,10,3,30,37,2,8,31,24,16,13,21,34,69.43333333,,,,,,
,,,,,,,,,,,,,,Max,Min ,Range ,Average ,SD,Coeff. Var. 
,,,,,,,,,,,,,,70.6,65.06666667,5.533333333,68.21288889,1.059949591,0.015538846
